"trans_id","lang","translation"
"暁","ja-Hrkt","アカツキ"
"暖谷","en","Nukudani"
"暖谷","ja","暖谷"
"暖谷","ja-Hrkt","ヌクダニ"
"曙団地入口","en","Akebono Danchi Iriguchi"
"曙団地入口","ja","曙団地入口"
"曙団地入口","ja-Hrkt","アケボノダンチイリグチ"
"曙橋","en","Akebono Bashi"
"曙橋","ja","曙橋"
"曙橋","ja-Hrkt","アケボノバシ"
"曙町","en","Akebonocho"
"曙町","ja","曙町"
"曙町","ja-Hrkt","アケボノチョウ"
"曲手","en","Magate"
"曲手","ja","曲手"
"曲手","ja-Hrkt","マガテ"
"曲手東（菊陽循環）","en","Magate"
"曲手東（菊陽循環）","ja","曲手東（菊陽循環）"
"曲手東（菊陽循環）","ja-Hrkt","マガテ"
"曲手（菊陽巡回バス）","en","Magate"
"曲手（菊陽巡回バス）","ja","曲手（菊陽巡回バス）"
"曲手（菊陽巡回バス）","ja-Hrkt","マガテ"
"曲野","en","Magano"
"曲野","ja","曲野"
"曲野","ja-Hrkt","マガノ"
"曲野台団地入口","en","Maganodai Danchi Iriguchi"
"曲野台団地入口","ja","曲野台団地入口"
"曲野台団地入口","ja-Hrkt","マガノダイダンチイリグチ"
"月出小学校入口","en","Tsukide Shogakko Iriguchi"
"月出小学校入口","ja","月出小学校入口"
"月出小学校入口","ja-Hrkt","ツキデショウガッコウイリグチ"
"月廻り公園","en","Tsukimawari Koen"
"月廻り公園","ja","月廻り公園"
"月廻り公園","ja-Hrkt","ツキマワリコウエン"
"月浦さくら公園入口","en","Tsukinoura Sakura Koen Iriguchi"
"月浦さくら公園入口","ja","月浦さくら公園入口"
"月浦さくら公園入口","ja-Hrkt","ツキノウラサクラコウエンイリグチ"
"月浦ふれあい公園入口","en","Tsukiura Fureai Koen Iriguchi"
"月浦ふれあい公園入口","ja","月浦ふれあい公園入口"
"月浦ふれあい公園入口","ja-Hrkt","ツキウラフレアイコウエンイリグチ"
"月浦公民館下","en","Tsukinoura Kominkan Shita"
"月浦公民館下","ja","月浦公民館下"
"月浦公民館下","ja-Hrkt","ツキノウラコウミンカンシタ"
"月浦団地前","en","Tsukiura Danchi Mae"
"月浦団地前","ja","月浦団地前"
"月浦団地前","ja-Hrkt","ツキウラダンチマエ"
"月浦教会前","en","Tsukinoura Kyokai Mae"
"月浦教会前","ja","月浦教会前"
"月浦教会前","ja-Hrkt","ツキノウラキョウカイマエ"
"月瀬入口","en","Tsukize Iriguchi"
"月瀬入口","ja","月瀬入口"
"月瀬入口","ja-Hrkt","ツキゼイリグチ"
"月田","en","Tsukida"
"月田","ja","月田"
"月田","ja-Hrkt","ツキダ"
"月田三差路","en","Tsukidasansaro"
"月田三差路","ja","月田三差路"
"月田三差路","ja-Hrkt","ツキダサンサロ"
"月田区","en","Tsukidaku"
"月田区","ja","月田区"
"月田区","ja-Hrkt","ツキダク"
"月田橋","en","Tsukida Bashi"
"月田橋","ja","月田橋"
"月田橋","ja-Hrkt","ツキダバシ"
"有佐郵便局前","en","Arisa Yubinkyoku Mae(Arisa Post Office)"
"有佐郵便局前","ja","有佐郵便局前"
"有佐郵便局前","ja-Hrkt","アリサユウビンキョクマエ"
"有佐駅前","en","Arisa Sta."
"有佐駅前","ja","有佐駅前"
"有佐駅前","ja-Hrkt","アリサエキマエ"
"有安","en","Ariyasu"
"有安","ja","有安"
"有安","ja-Hrkt","アリヤス"
"有明支所前","en","Ariake Shisho Mae"
"有明支所前","ja","有明支所前"
"有明支所前","ja-Hrkt","アリアケシショマエ"
"有明高校前","en","Ariake Koko Mae"
"有明高校前","ja","有明高校前"
"有明高校前","ja-Hrkt","アリアケコウコウマエ"
"有木","en","Ariki"
"有木","ja","有木"
"有木","ja-Hrkt","アリキ"
"朋遊館","en","Hoyukan"
"朋遊館","ja","朋遊館"
"朋遊館","ja-Hrkt","ホウユウカン"
"望薩峠","en","Bosatsu Toge"
"望薩峠","ja","望薩峠"
"望薩峠","ja-Hrkt","ボウサツトウゲ"
"朝地駅前","en","Asaji Sta."
"朝地駅前","ja","朝地駅前"
"朝地駅前","ja-Hrkt","アサジエキマエ"
"朝日区","en","Asahiku"
"朝日区","ja","朝日区"
"朝日区","ja-Hrkt","アサヒク"
"木の香湯温泉入口","en","Konokayu Onsen Iriguchi"
"木の香湯温泉入口","ja","木の香湯温泉入口"
"木の香湯温泉入口","ja-Hrkt","コノカユオンセンイリグチ"
"木上小学校前","en","Kinoue Shogakko Mae"
"木上小学校前","ja","木上小学校前"
"木上小学校前","ja-Hrkt","キノエショウガッコウマエ"
"木上郵便局前","en","Kinoe Yubinkyoku Mae"
"木上郵便局前","ja","木上郵便局前"
"木上郵便局前","ja-Hrkt","キノエユウビンキョクマエ"
"木倉","en","Kinokura"
"木倉","ja","木倉"
"木倉","ja-Hrkt","キノクラ"
"木原不動前","en","Kiharafudo Mae"
"木原不動前","ja","木原不動前"
"木原不動前","ja-Hrkt","キハラフドウマエ"
"木原野","en","Kibaruno"
"木原野","ja","木原野"
"木原野","ja-Hrkt","キバルノ"
"木原野公民館前","en","Kibaruno Kominkan Mae"
"木原野公民館前","ja","木原野公民館前"
"木原野公民館前","ja-Hrkt","キバルノコウミンカンマエ"
"木場（大多尾）","en","Kiba(Odao)"
"木場（大多尾）","ja","木場（大多尾）"
"木場（大多尾）","ja-Hrkt","キバ(オオダオ)"
"木山上町（御船）","en","Kiyama Kamimachi"
"木山上町（御船）","ja","木山上町（御船）"
"木山上町（御船）","ja-Hrkt","キヤマカミマチ"
"木山上町（県道）","en","Kiyama Kamimachi"
"木山上町（県道）","ja","木山上町（県道）"
"木山上町（県道）","ja-Hrkt","キヤマカミマチ"
"木山下町","en","Kiyama Shimomachi"
"木山下町","ja","木山下町"
"木山下町","ja-Hrkt","キヤマシモマチ"
"木山団地・役場仮設庁舎前","en","Kiyama Danchi・Yakuba Kasetsuchosha"
"木山団地・役場仮設庁舎前","ja","木山団地・役場仮設庁舎前"
"木山団地・役場仮設庁舎前","ja-Hrkt","キヤマダンチ･ヤクバカセツチョウシャ"
"木山産交","en","Kiyama Sanko"
"木山産交","ja","木山産交"
"木山産交","ja-Hrkt","キヤマサンコウ"
"木山農協前","en","Kiyama Nokyo Mae"
"木山農協前","ja","木山農協前"
"木山農協前","ja-Hrkt","キヤマノウキョウマエ"
"木崎","en","Kizaki"
"木崎","ja","木崎"
"木崎","ja-Hrkt","キザキ"
"木崎宮の前","en","Kizakimiyanomae"
"木崎宮の前","ja","木崎宮の前"
"木崎宮の前","ja-Hrkt","キザキミヤノマエ"
"木留","en","Kidome"
"木留","ja","木留"
"木留","ja-Hrkt","キドメ"
"木留橋","en","Kidome Bashi"
"木留橋","ja","木留橋"
"木留橋","ja-Hrkt","キドメバシ"
"木留駐車場","en","Kidome"
"木留駐車場","ja","木留駐車場"
"木留駐車場","ja-Hrkt","キドメ"
"木臼野","en","Kiusuno"
"木臼野","ja","木臼野"
"木臼野","ja-Hrkt","キウスノ"
"木臼野上","en","Kiusuno Ue"
"木臼野上","ja","木臼野上"
"木臼野上","ja-Hrkt","キウスノウエ"
"木臼野下","en","Kiusuno Shimo"
"木臼野下","ja","木臼野下"
"木臼野下","ja-Hrkt","キウスノシモ"
"木臼野中","en","Kiusuno Naka"
"木臼野中","ja","木臼野中"
"木臼野中","ja-Hrkt","キウスノナカ"
"木臼野入口","en","Kiusuno Iriguchi"
"木臼野入口","ja","木臼野入口"
"木臼野入口","ja-Hrkt","キウスノイリグチ"
"木臼野公民館前","en","Kiusuno Kominkan Mae"
"木臼野公民館前","ja","木臼野公民館前"
"木臼野公民館前","ja-Hrkt","キウスノコウミンカンマエ"
"木臼野開拓","en","Kiusuno Kaitaku"
"木臼野開拓","ja","木臼野開拓"
"木臼野開拓","ja-Hrkt","キウスノカイタク"
"木葉下町","en","Konoha Shimomachi"
"木葉下町","ja","木葉下町"
"木葉下町","ja-Hrkt","コノハシモマチ"
"木葉四つ角","en","Konohayotsukado"
"木葉四つ角","ja","木葉四つ角"
"木葉四つ角","ja-Hrkt","コノハヨツカド"
"木葉駅前","en","Konoha Sta."
"木葉駅前","ja","木葉駅前"
"木葉駅前","ja-Hrkt","コノハエキマエ"
"木郷","en","Kigo"
"木郷","ja","木郷"
"木郷","ja-Hrkt","キゴウ"
"木魂館前","en","Mokkonkan"
"木魂館前","ja","木魂館前"
"木魂館前","ja-Hrkt","モッコンカン"
"本分","en","Honbun"
"本分","ja","本分"
"本分","ja-Hrkt","ホンブン"
"本口","en","Honguchi"
"本口","ja","本口"
"本口","ja-Hrkt","ホングチ"
"本妙寺","en","Honmyoji(Honmyoji Temple)"
"本妙寺","ja","本妙寺"
"本妙寺","ja-Hrkt","ホンミョウジ"
"本妙寺下","en","Honmyoji Shita(Honmyoji Temple Shita)"
"本妙寺下","ja","本妙寺下"
"本妙寺下","ja-Hrkt","ホンミョウジシタ"
"本妙寺前","en","Honmyoji Mae(Honmyoji Temple)"
"本妙寺前","ja","本妙寺前"
"本妙寺前","ja-Hrkt","ホンミョウジマエ"
"本妙寺電停前","en","Honmyoji Dentei Mae"
"本妙寺電停前","ja","本妙寺電停前"
"本妙寺電停前","ja-Hrkt","ホンミョウジデンテイマエ"
"本屋敷","en","Honyashiki"
"本屋敷","ja","本屋敷"
"本屋敷","ja-Hrkt","ホンヤシキ"
"本山営業所","en","Motoyama Eigyosho Mae"
"本山営業所","ja","本山営業所"
"本山営業所","ja-Hrkt","モトヤマエイギョウショ"
"本村入口","en","Honmura Iriguchi"
"本村入口","ja","本村入口"
"本村入口","ja-Hrkt","ホンムライリグチ"
"本村毘沙門口","en","Honmura bisyamonguchi"
"本村毘沙門口","ja","本村毘沙門口"
"本村毘沙門口","ja-Hrkt","ホンムラビシャモングチ"
"本村（太郎迫）","en","Honmura"
"本村（太郎迫）","ja","本村（太郎迫）"
"本村（太郎迫）","ja-Hrkt","ホンムラ"
"本村（荒尾市）","en","Honmura"
"本村（荒尾市）","ja","本村（荒尾市）"
"本村（荒尾市）","ja-Hrkt","ホンムラ"
"本村（菊池）","en","Honmura"
"本村（菊池）","ja","本村（菊池）"
"本村（菊池）","ja-Hrkt","ホンムラ"
"本渡バスセンター","en","Hondo Bus Center"
"本渡バスセンター","ja","本渡バスセンター"
"本渡バスセンター","ja-Hrkt","ホンドバスセンター"
"本渡東小中学校入口","en","Hondo Higashi Shyou Chugakko Iriguchi"
"本渡東小中学校入口","ja","本渡東小中学校入口"
"本渡東小中学校入口","ja-Hrkt","ホンドヒガシショウチュウガッコウイリグチ"
"本渡港","en","Hondoko"
"本渡港","ja","本渡港"
"本渡港","ja-Hrkt","ホンドコウ"
"本田","en","Honden"
"本田","ja","本田"
"本田","ja-Hrkt","ホンデン"
"本田技研工業前","en","Honda Giken Kogyo Mae"
"本田技研工業前","ja","本田技研工業前"
"本田技研工業前","ja-Hrkt","ホンダギケンコウギョウマエ"
"本町コミュニティーセンター前","en","Honmachi Community Center Mae"
"本町コミュニティーセンター前","ja","本町コミュニティーセンター前"
"本町コミュニティーセンター前","ja-Hrkt","ホンマチコミュニティーセンターマエ"
"本町三丁目","en","Honmachi 3 Chome"
"本町三丁目","ja","本町三丁目"
"本町三丁目","ja-Hrkt","ホンマチサンチョウメ"
"本町緑地公園","en","Honmachi Ryokuchi Koen(Honmachi Ryokuchi Park)"
"本町緑地公園","ja","本町緑地公園"
"本町緑地公園","ja-Hrkt","ホンマチリョクチコウエン"
"本町（上益城）","en","Honmachi"
"本町（上益城）","ja","本町（上益城）"
"本町（上益城）","ja-Hrkt","ホンマチ"
"本町（宇城）","en","Honmachi"
"本町（宇城）","ja","本町（宇城）"
"本町（宇城）","ja-Hrkt","ホンマチ"
"本荘中通り","en","Honjo Nakadori"
"本荘中通り","ja","本荘中通り"
"本荘中通り","ja-Hrkt","ホンジョウナカドオリ"
"本荘保育園前","en","Honjo Hoikuen Mae"
"本荘保育園前","ja","本荘保育園前"
"本荘保育園前","ja-Hrkt","ホンジョウホイクエンマエ"
"本荘町","en","Honjomachi"
"本荘町","ja","本荘町"
"本荘町","ja-Hrkt","ホンジョウマチ"
"本荘車庫","en","Honjoshako"
"本荘車庫","ja","本荘車庫"
"本荘車庫","ja-Hrkt","ホンジョウシャコ"
"札の辻夫婦恵比寿神社前","en","Fudanotsujimeotoebisu Jinja(Fudanotsujimeotoebisu Jinja Shrine)"
"札の辻夫婦恵比寿神社前","ja","札の辻夫婦恵比寿神社前"
"札の辻夫婦恵比寿神社前","ja-Hrkt","フダノツジメオトエビスジンジャ"
"札ノ木","en","Fudanoki"
"札ノ木","ja","札ノ木"
"札ノ木","ja-Hrkt","フダノキ"
"杉","en","Sugi"
"杉","ja","杉"
"杉","ja-Hrkt","スギ"
"杉上今","en","Sugikamiima"
"杉上今","ja","杉上今"
"杉上今","ja-Hrkt","スギカミイマ"
"杉上今・バイパス","en","Sugikamiima・By-Pass"
"杉上今・バイパス","ja","杉上今・バイパス"
"杉上今・バイパス","ja-Hrkt","スギカミイマバイパス"
"杉下","en","Sugishita"
"杉下","ja","杉下"
"杉下","ja-Hrkt","スギシタ"
"杉並一丁目","en","Suginami 1 Chome"
"杉並一丁目","ja","杉並一丁目"
"杉並一丁目","ja-Hrkt","スギナミイッチョウメ"
"杉並台団地","en","Suginamidai Danchi"
"杉並台団地","ja","杉並台団地"
"杉並台団地","ja-Hrkt","スギナミダイダンチ"
"杉並台西","en","Suginamidai Nishi"
"杉並台西","ja","杉並台西"
"杉並台西","ja-Hrkt","スギナミダイニシ"
"杉堂","en","Sugido"
"杉堂","ja","杉堂"
"杉堂","ja-Hrkt","スギドウ"
"杉塘","en","Sugidomo"
"杉塘","ja","杉塘"
"杉塘","ja-Hrkt","スギドモ"
"杉島（国道）","en","Sugijima"
"杉島（国道）","ja","杉島（国道）"
"杉島（国道）","ja-Hrkt","スギシマ"
"杉島（県道）","en","Sugijima"
"杉島（県道）","ja","杉島（県道）"
"杉島（県道）","ja-Hrkt","スギシマ"
"杉木","en","Sugi"
"杉木","ja","杉木"
"杉木","ja-Hrkt","スギ"
"杉水","en","Sugimizu"
"杉水","ja","杉水"
"杉水","ja-Hrkt","スギミズ"
"村","en","Mura(Yanagi）"
"村","ja","村"
"村","ja-Hrkt","ムラ(ヤナギ)"
"村山","en","Murayama"
"村山","ja","村山"
"村山","ja-Hrkt","ムラヤマ"
"村田","en","Murada"
"村田","ja","村田"
"村田","ja-Hrkt","ムラダ"
"村迫","en","Murasako"
"村迫","ja","村迫"
"村迫","ja-Hrkt","ムラサコ"
"杖立","en","Tsuetate"
"杖立","ja","杖立"
"杖立","ja-Hrkt","ツエタテ"
"来民中町","en","Kutaminakamachi"
"来民中町","ja","来民中町"
"来民中町","ja-Hrkt","クタミナカマチ"
"東そのぎインター","en","Higashisonogi I.C."
"東そのぎインター","ja","東そのぎインター"
"東そのぎインター","ja-Hrkt","ヒガシソノギインター"
"東バイパス入口","en","Higashiby-Pass Iriguchi"
"東バイパス入口","ja","東バイパス入口"
"東バイパス入口","ja-Hrkt","ヒガシバイパスイリグチ"
"東ヶ丘団地","en","Higashigaoka Danchi"
"東ヶ丘団地","ja","東ヶ丘団地"
"東ヶ丘団地","ja-Hrkt","ヒガシガオカダンチ"
"東ヶ丘団地入口","en","Higashigaoka Danchi Iriguchi"
"東ヶ丘団地入口","ja","東ヶ丘団地入口"
"東ヶ丘団地入口","ja-Hrkt","ヒガシガオカダンチイリグチ"
"東上宮","en","Higashikamimiya"
"東上宮","ja","東上宮"
"東上宮","ja-Hrkt","ヒガシカミミヤ"
"東上野","en","Higashi Ueno"
"東上野","ja","東上野"
"東上野","ja-Hrkt","ヒガシウエノ"
"東下田","en","Higashishimoda"
"東下田","ja","東下田"
"東下田","ja-Hrkt","ヒガシシモダ"
"東中村","en","Higashinakamura"
"東中村","ja","東中村"
"東中村","ja-Hrkt","ヒガシナカムラ"
"東串","en","Higashikushi"
"東串","ja","東串"
"東串","ja-Hrkt","ヒガシクシ"
"東京エレクトロン九州前","en","Tokyo Electron Kyushu Mae"
"東京エレクトロン九州前","ja","東京エレクトロン九州前"
"東京エレクトロン九州前","ja-Hrkt","トウキョウエレクトロンキュウシュウマエ"
"東京塚","en","Higashikyozuka"
"東京塚","ja","東京塚"
"東京塚","ja-Hrkt","ヒガシキョウヅカ"
"東八反田","en","Higashihattanda"
"東八反田","ja","東八反田"
"東八反田","ja-Hrkt","ヒガシハッタンダ"
"東出水","en","Higashiizumi"
"東出水","ja","東出水"
"東出水","ja-Hrkt","ヒガシイズミ"
"東区役所","en","Higashikuyakusho"
"東区役所","ja","東区役所"
"東区役所","ja-Hrkt","ヒガシクヤクショ"
"東区記念碑前","en","Higashiku Kinenhi Mae"
"東区記念碑前","ja","東区記念碑前"
"東区記念碑前","ja-Hrkt","ヒガシクキネンヒマエ"
"東原","en","Higashibaru"
"東原","ja","東原"
"東原","ja-Hrkt","ヒガシバル"
"東向寺前","en","Tokoji Mae(Tokoji Temple)"
"東向寺前","ja","東向寺前"
"東向寺前","ja-Hrkt","トウコウジマエ"
"東塩屋","en","Higashishioya"
"東塩屋","ja","東塩屋"
"東塩屋","ja-Hrkt","ヒガシシオヤ"
"東宮内","en","Higashikunai"
"東宮内","ja","東宮内"
"東宮内","ja-Hrkt","ヒガシクナイ"
"東小原","en","Higashiobaru"
"東小原","ja","東小原"
"東小原","ja-Hrkt","ヒガシオバル"
"東小学校入口","en","Higashi Shogakko Iriguchi"
"東小学校入口","ja","東小学校入口"
"東小学校入口","ja-Hrkt","ヒガシショウガッコウイリグチ"
"東小池","en","Higashikoji"
"東小池","ja","東小池"
"東小池","ja-Hrkt","ヒガシコウジ"
"東屋形一丁目","en","Higashiyakata 1 Chome"
"東屋形一丁目","ja","東屋形一丁目"
"東屋形一丁目","ja-Hrkt","ヒガシヤカタイッチョウメ"
"東屋形三丁目","en","Higashiyakata 3 Chome"
"東屋形三丁目","ja","東屋形三丁目"
"東屋形三丁目","ja-Hrkt","ヒガシヤカタサンチョウメ"
"東屋形二丁目","en","Higashiyakata 2 Chome"
"東屋形二丁目","ja","東屋形二丁目"
"東屋形二丁目","ja-Hrkt","ヒガシヤカタニチョウメ"
"東屋形四丁目","en","Higashiyakata 4 Chome"
"東屋形四丁目","ja","東屋形四丁目"
"東屋形四丁目","ja-Hrkt","ヒガシヤカタヨンチョウメ"
"東山","en","Higashiyama"
"東山","ja","東山"
"東山","ja-Hrkt","ヒガシヤマ"
"東川井野","en","Higashikawaino"
"東川井野","ja","東川井野"
"東川井野","ja-Hrkt","ヒガシカワイノ"
"東川田","en","Higashi Kawata"
"東川田","ja","東川田"
"東川田","ja-Hrkt","ヒガシカワタ"
"東引の水（大津）","en","Higashihikinomizu"
"東引の水（大津）","ja","東引の水（大津）"
"東引の水（大津）","ja-Hrkt","ヒガシヒキノミズ"
"東新南部","en","Higashishinnabe"
"東新南部","ja","東新南部"
"東新南部","ja-Hrkt","ヒガシシンナベ"
"東新山","en","Higashishinyama"
"東新山","ja","東新山"
"東新山","ja-Hrkt","ヒガシシンヤマ"
"東木原","en","Higashikihara"
"東木原","ja","東木原"
"東木原","ja-Hrkt","ヒガシキハラ"
"東本町","en","Higashihonmachi"
"東本町","ja","東本町"
"東本町","ja-Hrkt","ヒガシホンマチ"
"東水前寺（京塚線）","en","Higashi Suizenji"
"東水前寺（京塚線）","ja","東水前寺（京塚線）"
"東水前寺（京塚線）","ja-Hrkt","ヒガシスイゼンジ"
"東水前寺（国道）","en","Higashi Suizenji"
"東水前寺（国道）","ja","東水前寺（国道）"
"東水前寺（国道）","ja-Hrkt","ヒガシスイゼンジ"
"東江樋戸","en","Higashiebito"
"東江樋戸","ja","東江樋戸"
"東江樋戸","ja-Hrkt","ヒガシエビト"
"東浅海","en","Higashiasami"
"東浅海","ja","東浅海"
"東浅海","ja-Hrkt","ヒガシアサミ"
"東浜","en","Higashihama"
"東浜","ja","東浜"
"東浜","ja-Hrkt","ヒガシハマ"
"東海学園前","en","Tokaigakuen Mae"
"東海学園前","ja","東海学園前"
"東海学園前","ja-Hrkt","トウカイガクエンマエ"
"東港","en","Higashiko"
"東港","ja","東港"
"東港","ja-Hrkt","ヒガシコウ"
"東灰塚","en","Higashihaizuka"
"東灰塚","ja","東灰塚"
"東灰塚","ja-Hrkt","ヒガシハイヅカ"
"東無田入口","en","Higashimuta Iriguchi"
"東無田入口","ja","東無田入口"
"東無田入口","ja-Hrkt","ヒガシムタイリグチ"
"東熊本第二病院前","en","Higashikumamoto Daini Byoin Mae(Higashikumamoto Daini Hospital)"
"東熊本第二病院前","ja","東熊本第二病院前"
"東熊本第二病院前","ja-Hrkt","ヒガシクマモトダイニビョウインマエ"
"東熊本第二病院前（菊陽町循環）","en","Higashi Kumamoto Daini Byoin Mae"
"東熊本第二病院前（菊陽町循環）","ja","東熊本第二病院前（菊陽町循環）"
"東熊本第二病院前（菊陽町循環）","ja-Hrkt","ヒガシクマモトダイニビョウインマエ"
"東片町","en","Higashikatamachi"
"東片町","ja","東片町"
"東片町","ja-Hrkt","ヒガシカタマチ"
"東牟田","en","Higashimuta"
"東牟田","ja","東牟田"
"東牟田","ja-Hrkt","ヒガシムタ"
"東町","en","Higashimachi"
"東町","ja","東町"
"東町","ja-Hrkt","ヒガシマチ"
"東町中央","en","Higashimachi Chuo"
"東町中央","ja","東町中央"
"東町中央","ja-Hrkt","ヒガシマチチュウオウ"
"東町中学入口","en","Higashimachi Chugaku Iriguchi"
"東町中学入口","ja","東町中学入口"
"東町中学入口","ja-Hrkt","ヒガシマチチュウガクイリグチ"
"東町中学西口","en","Higashimachi Chugaku Nishiguchi"
"東町中学西口","ja","東町中学西口"
"東町中学西口","ja-Hrkt","ヒガシマチチュウガクニシグチ"
"東町団地","en","Higashimachi Danchi"
"東町団地","ja","東町団地"
"東町団地","ja-Hrkt","ヒガシマチダンチ"
"東病院前","en","Azuma Byoin Mae"
"東病院前","ja","東病院前"
"東病院前","ja-Hrkt","アズマビョウインマエ"
"東社倉","en","Higashi Shakura"
"東社倉","ja","東社倉"
"東社倉","ja-Hrkt","ヒガシシャクラ"
"東禅寺","en","Tozenji(Tozenji Temple)"
"東禅寺","ja","東禅寺"
"東禅寺","ja-Hrkt","トウゼンジ"
"東福寺前","en","Tofukuji Mae(Tofukuji Temple)"
"東福寺前","ja","東福寺前"
"東福寺前","ja-Hrkt","トウフクジマエ"
"東稜高校前","en","Toryo Koko Mae"
"東稜高校前","ja","東稜高校前"
"東稜高校前","ja-Hrkt","トウリョウコウコウマエ"
"東網道","en","Higashiamido"
"東網道","ja","東網道"
"東網道","ja-Hrkt","ヒガシアミドウ"
"東荒尾","en","Higashiarao"
"東荒尾","ja","東荒尾"
"東荒尾","ja-Hrkt","ヒガシアラオ"
"東莎崎","en","Higashi Kouzaki"
"東莎崎","ja","東莎崎"
"東莎崎","ja-Hrkt","ヒガシコウザキ"
"東葉山","en","Higashihayama"
"東葉山","ja","東葉山"
"東葉山","ja-Hrkt","ヒガシハヤマ"
"東蓑原","en","Higashiminobaru"
"東蓑原","ja","東蓑原"
"東蓑原","ja-Hrkt","ヒガシミノバル"
"東豊永","en","Higashitoyonaga"
"東豊永","ja","東豊永"
"東豊永","ja-Hrkt","ヒガシトヨナガ"
"東部まちづくりセンター前","en","Tobu Machizukuri Center Mae"
"東部まちづくりセンター前","ja","東部まちづくりセンター前"
"東部まちづくりセンター前","ja-Hrkt","トウブマチヅクリセンターマエ"
"東部交流センター前","en","Tobu Koryu Center Mae"
"東部交流センター前","ja","東部交流センター前"
"東部交流センター前","ja-Hrkt","トウブコウリュウセンターマエ"
"東郵便局前","en","Higashi Yubinkyoku Mae(Higashi Post Office)"
"東郵便局前","ja","東郵便局前"
"東郵便局前","ja-Hrkt","ヒガシユウビンキョクマエ"
"東郷高野","en","Togo Takano"
"東郷高野","ja","東郷高野"
"東郷高野","ja-Hrkt","トウゴウタカノ"
"東野三丁目","en","Higashino 3 Choume"
"東野三丁目","ja","東野三丁目"
"東野三丁目","ja-Hrkt","ヒガシノサンチョウメ"
"東野中学前","en","Higashino Chugaku Mae"
"東野中学前","ja","東野中学前"
"東野中学前","ja-Hrkt","ヒガシノチュウガクマエ"
"東野中学校前","en","Higashino Chugakko Mae"
"東野中学校前","ja","東野中学校前"
"東野中学校前","ja-Hrkt","ヒガシノチュウガッコウマエ"
"東長浜","en","Higashinagahama"
"東長浜","ja","東長浜"
"東長浜","ja-Hrkt","ヒガシナガハマ"
"東門寺","en","Toumonji"
"東門寺","ja","東門寺"
"東門寺","ja-Hrkt","トウモンジ"
"東間","en","Higashiaida"
"東間","ja","東間"
"東間","ja-Hrkt","ヒガシアイダ"
"東間小学校前","en","Tokan Shogakko Mae"
"東間小学校前","ja","東間小学校前"
"東間小学校前","ja-Hrkt","トウカンショウガッコウマエ"
"東阿村","en","Higashiamura"
"東阿村","ja","東阿村"
"東阿村","ja-Hrkt","ヒガシアムラ"
"東阿高","en","Higashiadaka"
"東阿高","ja","東阿高"
"東阿高","ja-Hrkt","ヒガシアダカ"
"東阿高団地前","en","Higashiadaka Danchi Mae"
"東阿高団地前","ja","東阿高団地前"
"東阿高団地前","ja-Hrkt","ヒガシアダカダンチマエ"
"東陽スポーツセンター前","en","Toyo Sport Center"
"東陽スポーツセンター前","ja","東陽スポーツセンター前"
"東陽スポーツセンター前","ja-Hrkt","トウヨウスポーツセンター"
"東風留","en","Kochidomari"
"東風留","ja","東風留"
"東風留","ja-Hrkt","コチドマリ"
"東黒岩","en","Higashikuroiwa"
"東黒岩","ja","東黒岩"
"東黒岩","ja-Hrkt","ヒガシクロイワ"
"東黒川（南小国）","en","Higashi Kurokawa"
"東黒川（南小国）","ja","東黒川（南小国）"
"東黒川（南小国）","ja-Hrkt","ヒガシクロカワ"
"東黒川（阿蘇）","en","Higashi Kurokawa"
"東黒川（阿蘇）","ja","東黒川（阿蘇）"
"東黒川（阿蘇）","ja-Hrkt","ヒガシクロカワ"
"松の原","en","Matsunohara"
"松の原","ja","松の原"
"松の原","ja-Hrkt","マツノハラ"
"松の平","en","Matsunohira"
"松の平","ja","松の平"
"松の平","ja-Hrkt","マツノヒラ"
"松の木","en","Matsunoki"
"松の木","ja","松の木"
"松の木","ja-Hrkt","マツノキ"
"松の本インター口","en","Matsunomoto I.C. Guchi"
"松の本インター口","ja","松の本インター口"
"松の本インター口","ja-Hrkt","マツノモトインターグチ"
"松の本（人吉）","en","Matsunomoto"
"松の本（人吉）","ja","松の本（人吉）"
"松の本（人吉）","ja-Hrkt","マツノモト"
"松の本（合志）","en","Matsunomoto"
"松の本（合志）","ja","松の本（合志）"
"松の本（合志）","ja-Hrkt","マツノモト"
"松の本（熊本）","en","Matsunomoto"
"松の本（熊本）","ja","松の本（熊本）"
"松の本（熊本）","ja-Hrkt","マツノモト"
"松ヶ崎","en","Matsugasaki"
"松ヶ崎","ja","松ヶ崎"
"松ヶ崎","ja-Hrkt","マツガサキ"
"松ヶ鼻","en","Matsugahana"
"松ヶ鼻","ja","松ヶ鼻"
"松ヶ鼻","ja-Hrkt","マツガハナ"
"松加","en","Matsuka"
"松加","ja","松加"
"松加","ja-Hrkt","マツカ"
"松原橋","en","Matsubara Bashi"
"松原橋","ja","松原橋"
"松原橋","ja-Hrkt","マツバラバシ"
"松原（大村）","en","Matsubara"
"松原（大村）","ja","松原（大村）"
"松原（大村）","ja-Hrkt","マツバラ"
"松原（天草）","en","Matsubara"
"松原（天草）","ja","松原（天草）"
"松原（天草）","ja-Hrkt","マツバラ"
"松原（宇土）","en","Matsubara"
"松原（宇土）","ja","松原（宇土）"
"松原（宇土）","ja-Hrkt","マツバラ"
"松原（田原坂）","en","Matsubara(Tabaruzaka)"
